,full_text,sentiment,emotion
527,"🇨🇴🗞️Junto a más de 30 organizaciones y colectivas defensoras de derechos humanos convocamos al primer debate feminista de cara a las elecciones presidenciales de Colombia del 29 de mayo de 2022.
 
 
 
 #EleccionesColombia2022 #HablemosDeLasElecciones2022 #EleccionesPresidenciales2022 https://t.co/B4sjlQ59aC",,
65,"@montanertwiter Te pido que ores con todo tu corazón por el bien de Colombia, para que no nos caigamos en desgracia en las próximas elecciones. Gracias 🙏🏼",positive,joy
540,"Los q apoyan a terroristas, bravos con RCN porq muestra a Colombia su verdadera cara siniestra. Es q la realidad hay q mostrarla, son asesinos que nos quieren gobernar https://t.co/SSyfXEHYXy",negative,anger
268,@G_ANDRES_CORZO @jarizabaletaf @FicoGutierrez @CNE_COLOMBIA POR ESO VAMOS A PERDER LAS ELECCIONES MIENTRAS ESTE ESA 🐀 @Registraduria,negative,anger
103,"Mucho discurso barato, mucho bla...bla...bla y 200 Vehículos quemados, el Club del Clan con el Control en todo el País. Acá Iván Duque no es el Presidente, Otoniel le dió Golpe de Estado, las Elecciones Controladas por Fraude, y, Colombia en guerra, pero aquí no ha pasado nada.",negative,fear
546,"#ElRiesgoEs que se roben las elecciones, gane Petro y Colombia 🇨🇴 pierda la democracia!",,
525,"Senador da por sentado que se comete un flagrante fraude en algo tan crítico para el futuro de Colombia como las elecciones del Congreso y no se puede hacer nada? Solo están ustedes para hablar legislar No deben dignificar, hacer respetar el Legislativo y defender la PatriaO NO? https://t.co/9beqop9fPU",,
14,"Si cometió crímenes los hizo en Colombia, que pague acá cómo van a poner el pueblo de cabezas por las bobadas de un gobierno corrupto, y a pocos días de elecciones presidenciales.
 
 Ahora sí van a joder más el pueblo colombiano",negative,anger
35,(Elecciones Colombia: ¿qué muestran las más recientes encuestas presidenciales?) publicado en https://t.co/XJ7xIbDAXM - https://t.co/kBmI6ABhaM https://t.co/Qp16PJZguR,neutral,fear
102,"No les parece raro q a pocos días de las elecciones presidenciales en colombia extraditen un narcotraficante para ocultar la verdad, y como consecuencia de esto desencadena un paro armado en algunas regiones del país. Quieren salvar a colombia de Petro! Se necesita un cambio ya!!",negative,anger
570,"@MariaFdaCabal Fuera ""Indra"" de Colombia 🇨🇴 ha participado en el desarrollo de elecciones en Noruega, Francia, Eslovenia, Portugal, Italia, Estados Unidos, Argentina,Bolivia Angola,Argentina, Colombia entre otros, ofreciendo todo tipo de servicios electorales pero a favor de la izquierda 👈",,
444,#ColombiaDecide | Fajardo les respondió a quienes le piden un encuentro con Gustavo Petro https://t.co/5IhrL6apo4,,
112,"Procuraduría alerta que 2925 jurados de votación están inhabilitados para estar en las presidenciales.
 
 6 de mayo 2022
 
 https://t.co/J4x8h9QGBR",neutral,joy
0,"@IvanDuque Sus socios de las AGC tienen este platanal vuelto mierda, pero no haces nada, usted inservible, ha logrado la peor inflación en Colombia y solo pública maricadas sin sentido, se robó las elecciones para entregar el país, valiente idiota tenemos de presidente.",negative,anger
576,"Las mayorías gobiernistas en el Congreso sabian que modificar la Ley de Garantías era contrario a la Constitución, aún así aprobaron modificarla para meter billones de pesos del presupuesto público a elecciones a través de convenios interadministrativos.
 
 
 
 https://t.co/GysrfVSBSo",negative,anger
208,@InvisiblesMuros @YitaLaVey Y suele e incrementarse justo antyde las elecciones democráticas en #Colombia crean un populismo punitivo,negative,anger
264,"Petro promete reanudar relaciones diplomáticas con Maduro si gana elecciones en Colombia
 
 #TalCual #ClaroyRaspao #AmigosDeNuevo 
 
 https://t.co/Kpm7VZydwZ https://t.co/FiJfeEuXCa",neutral,
229,"@NilsonJavierB @CNE_COLOMBIA @moecolombia @DELAESPRIELLAE @AndresPastrana_ @PalomaValenciaL @RevistaSemana @CConstitucional @CorteSupremaJ @DefensoriaCol @USEmbassyBogota @felipesancheztv @consejodeestado NO IMPORTA que salgamos a votar 20 millones por @FicoGutierrez ,El registrador ""Tibisay VEGA"" y el @CNE_COLOMBIA al servicio de las 2 Prostitutas de la Justicia,""La suprema y La constitucional,se van a robar las elecciones a favor de ""PETRO"" ya se robaron las parlamentarias OJO!!",negative,anger
488,@MariaFdaCabal y para distraer de las elecciones dónde Colombia eligió ya Presidente 2022-2026 @FicoGutierrez https://t.co/3fcppGX1EY,,
635,"@Danielacad3 Consejo de un Venezolano que ama a Colombia. No bajen la guardia, el que cuenta los votos @Registraduria es FICHA DEL FORO DE SAO PAULO. Todavía hay vicios de las elecciones pasadas para favorecer al Pacto Histórico y ni pío a dicho el tipo. Pilas pues",negative,fear
465,@DianiSierraG @RHpresidente @ingrodolfohdez Se acercan las elecciones del 29 y cada vez nos convencemos más que el mejor candidato para manejar las riendas de Colombia es el Ing. RODOLFO HERNANDEZ https://t.co/GxDWZ8zITM,,
437,@ozuismysenpai Pillá https://t.co/fnZFeKA3fz,,
140,"Uds. ya hicieron su match presidencial ? 
 
 
 
 Me sorprende la similitud de propuestas y la identidad complementaria que se establece entre un candidato y otro. 
 
 
 
 | EL ESPECTADOR https://t.co/XdpMkeDnRM",neutral,joy
314,"@MariaFdaCabal Lo extraditaron rápido por dor razones señora Acabal.
 
 
 
 La primera y para mí la más importante es porque Otoniel en Colombia dando sus testimonios respresenta un verdadero riesgo para las elecciones pues ya estaba diciendo muchos nombres de políticos.",negative,anger
238,"#Recomendado ¿Qué es la #LeyDeGarantias? 
 
 ...Con esto se les impedía a gobernadores, alcaldes y otros funcionarios retomar obras de infraestructura que quedaron detenidas o que ni siquiera se alcanzaron a poner en marcha... 
 
 
 
 Leer más aquí: https://t.co/kZU2UYoPaF",neutral,sadness
475,"Como un miembro del paro armado agrde he intimda a un ciudadano de bien!!
 
 @FicoGutierrez @IvanDuque 
 
 
 
 Que los colombia en las próximas elecciones vamos por el cambio @petrogustavo 
 
 
 
 @NoticiasCaracol @juanmanuelgalan @QuinteroCalle @sergio_fajardo @elcolombiano @NestorMoralesC https://t.co/UqxbS3tmW8",,
350,"Petro promete reanudar relaciones diplomáticas con Maduro si gana elecciones en Colombia
 
 #TalCual #ClaroyRaspao #AmigosDeNuevo 
 
 https://t.co/Kpm7VZydwZ https://t.co/VTL37dV7CD",neutral,joy
127,"Occidente es debil solo había atacar a Colombia con paro nacional, elecciones limpias, Rusia atacara Ucrania lavadero de Nazis, China bloqueara su cadena suministro y Patron oro volviera
 
 Bitcoin se expanda en todo el mundo",negative,anger
542,"Que muestren un inventario de las múltiples obras a lo largo de Colombia con sus respectivos ""contratos"" y fechas de aprobación e iniciación para ver si concuerdan con la gigante emisión de mermelada del presidente Iván Duque antes de las elecciones
 
 https://t.co/zq9GIbZzwz",,
46,"@FicoGutierrez @DANE_Colombia Usted que sabe de finanzas? Ya Uribe le escribió lo que tenia que decir, cállese más bien y no escriba pendejadas, el país está ardiendo por órdenes del matarife para boicotear las elecciones y Usted hablando estupideces de las cuales no tiene ni idea. Usted no está apto",negative,anger
409,"Estos son los tarjetones con los que Colombia ha votado a la presidencia en 28 años:
 
 
 
 https://t.co/7jcyCwQuni",,
27,"Un paro armado decretado por un puñado de delincuentes narcotraficantes tiene encerrada a la gente en sus casas a punta de terror. El gobierno de Iván Duque dejó a la población a su suerte, y a 20 días de elecciones lo único que tenemos es miedo. En Colombia todo está muy miedoso https://t.co/hlRUr5bJ9Q",negative,fear
